"microbe","Taxonomy","domain","kingdom","phylum","class","order","family","genus","species"
"Acinetobacter.larvae","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter larvae","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter larvae"
"Acinetobacter.lwoffii","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter lwoffii","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter lwoffii"
"Acinetobacter.nosocomialis","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter nosocomialis","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter nosocomialis"
"Acinetobacter.oleivorans","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter oleivorans","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter oleivorans"
"Acinetobacter.phage.Acj61","d__Viruses|o__Caudovirales|f__Myoviridae|s__Acinetobacter phage Acj61","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Myoviridae","g__unclassified-s__Acinetobacter phage Acj61","s__Acinetobacter phage Acj61"
"Acinetobacter.phage.Acj9","d__Viruses|o__Caudovirales|f__Myoviridae|s__Acinetobacter phage Acj9","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Myoviridae","g__unclassified-s__Acinetobacter phage Acj9","s__Acinetobacter phage Acj9"
"Acinetobacter.phage.Presley","d__Viruses|o__Caudovirales|f__Podoviridae|s__Acinetobacter phage Presley","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Podoviridae","g__unclassified-s__Acinetobacter phage Presley","s__Acinetobacter phage Presley"
"Acinetobacter.phage.vB_AbaM_Acibel004","d__Viruses|o__Caudovirales|f__Myoviridae|s__Acinetobacter phage vB_AbaM_Acibel004","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Myoviridae","g__unclassified-s__Acinetobacter phage vB_AbaM_Acibel004","s__Acinetobacter phage vB_AbaM_Acibel004"
"Acinetobacter.phage.vB_AbaM_phiAbaA1","d__Viruses|o__Caudovirales|f__Myoviridae|s__Acinetobacter phage vB_AbaM_phiAbaA1","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Myoviridae","g__unclassified-s__Acinetobacter phage vB_AbaM_phiAbaA1","s__Acinetobacter phage vB_AbaM_phiAbaA1"
"Acinetobacter.phage.YMC13.03.R2096","d__Viruses|o__Caudovirales|f__Myoviridae|s__Acinetobacter phage YMC13/03/R2096","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Myoviridae","g__unclassified-s__Acinetobacter phage YMC13/03/R2096","s__Acinetobacter phage YMC13/03/R2096"
"Acinetobacter.phage.ZZ1","d__Viruses|o__Caudovirales|f__Myoviridae|s__Acinetobacter phage ZZ1","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Myoviridae","g__unclassified-s__Acinetobacter phage ZZ1","s__Acinetobacter phage ZZ1"
"Acinetobacter.pittii","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter pittii","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter pittii"
"Acinetobacter.radioresistens","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter radioresistens","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter radioresistens"
"Acinetobacter.schindleri","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter schindleri","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter schindleri"
"Acinetobacter.soli","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter soli","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter soli"
"Acinetobacter.sp..ACNIH1","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. ACNIH1","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp. ACNIH1"
"Acinetobacter.sp..ACNIH2","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. ACNIH2","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp. ACNIH2"
"Acinetobacter.sp..C16S1","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. C16S1","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp. C16S1"
"Acinetobacter.sp..dk386","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. dk386","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp. dk386"
"Acinetobacter.sp..DUT.2","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. DUT-2","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp. DUT-2"
"Acinetobacter.sp..FDAARGOS_493","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. FDAARGOS_493","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp. FDAARGOS_493"
"Acinetobacter.sp..FDAARGOS_560","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. FDAARGOS_560","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp. FDAARGOS_560"
"Acinetobacter.sp..LoGeW2.3","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. LoGeW2-3","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp. LoGeW2-3"
"Acinetobacter.sp..M131","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. M131","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp. M131"
"Acinetobacter.sp..NCu2D.2","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. NCu2D-2","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp. NCu2D-2"
"Acinetobacter.sp..SWBY1","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. SWBY1","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp. SWBY1"
"Acinetobacter.sp..TGL.Y2","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. TGL-Y2","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp. TGL-Y2"
"Acinetobacter.sp..TTH0.4","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. TTH0-4","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp. TTH0-4"
"Acinetobacter.sp..WCHA45","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. WCHA45","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp. WCHA45"
"Acinetobacter.sp..WCHA55","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. WCHA55","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp. WCHA55"
"Acinetobacter.sp..WCHAc010034","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. WCHAc010034","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp. WCHAc010034"
"Acinetobacter.sp..WCHAc010052","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. WCHAc010052","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp. WCHAc010052"
"Acinetobacter.tandoii","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter tandoii","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter tandoii"
"Acinetobacter.towneri","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter towneri","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter towneri"
"Acinetobacter.ursingii","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter ursingii","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter ursingii"
"Acinetobacter.venetianus","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter venetianus","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter venetianus"
"Acinetobacter.virus.133","d__Viruses|o__Caudovirales|f__Myoviridae|s__Acinetobacter virus 133","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Myoviridae","g__unclassified-s__Acinetobacter virus 133","s__Acinetobacter virus 133"
"Acinetobacter.virus.AB1","d__Viruses|o__Caudovirales|f__Myoviridae|g__Obolenskvirus|s__Acinetobacter virus AB1","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Myoviridae","g__Obolenskvirus","s__Acinetobacter virus AB1"
"Acinetobacter.virus.AbP2","d__Viruses|o__Caudovirales|f__Myoviridae|g__Obolenskvirus|s__Acinetobacter virus AbP2","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Myoviridae","g__Obolenskvirus","s__Acinetobacter virus AbP2"
"Acinetobacter.virus.Loki","d__Viruses|o__Caudovirales|f__Siphoviridae|g__Lokivirus|s__Acinetobacter virus Loki","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Siphoviridae","g__Lokivirus","s__Acinetobacter virus Loki"
"Acinetobacter.virus.LZ35","d__Viruses|o__Caudovirales|f__Myoviridae|g__Obolenskvirus|s__Acinetobacter virus LZ35","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Myoviridae","g__Obolenskvirus","s__Acinetobacter virus LZ35"
"Acinetobacter.virus.ME3","d__Viruses|o__Caudovirales|f__Myoviridae|g__Metrivirus|s__Acinetobacter virus ME3","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Myoviridae","g__Metrivirus","s__Acinetobacter virus ME3"
"Acinetobacter.virus.WCHABP12","d__Viruses|o__Caudovirales|f__Myoviridae|g__Obolenskvirus|s__Acinetobacter virus WCHABP12","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Myoviridae","g__Obolenskvirus","s__Acinetobacter virus WCHABP12"
"Acinetobacter.wuhouensis","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter wuhouensis","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter wuhouensis"
"Actinoalloteichus.fjordicus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Actinoalloteichus|s__Actinoalloteichus fjordicus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Pseudonocardiales","f__Pseudonocardiaceae","g__Actinoalloteichus","s__Actinoalloteichus fjordicus"
"Actinoalloteichus.hoggarensis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Actinoalloteichus|s__Actinoalloteichus hoggarensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Pseudonocardiales","f__Pseudonocardiaceae","g__Actinoalloteichus","s__Actinoalloteichus hoggarensis"
"Actinoalloteichus.hymeniacidonis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Actinoalloteichus|s__Actinoalloteichus hymeniacidonis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Pseudonocardiales","f__Pseudonocardiaceae","g__Actinoalloteichus","s__Actinoalloteichus hymeniacidonis"
"Actinoalloteichus.sp..GBA129.24","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Actinoalloteichus|s__Actinoalloteichus sp. GBA129-24","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Pseudonocardiales","f__Pseudonocardiaceae","g__Actinoalloteichus","s__Actinoalloteichus sp. GBA129-24"
"Actinobacillus.delphinicola","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus delphinicola","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Actinobacillus","s__Actinobacillus delphinicola"
"Actinobacillus.equuli","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus equuli","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Actinobacillus","s__Actinobacillus equuli"
"Actinobacillus.lignieresii","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus lignieresii","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Actinobacillus","s__Actinobacillus lignieresii"
"Actinobacillus.pleuropneumoniae","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus pleuropneumoniae","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Actinobacillus","s__Actinobacillus pleuropneumoniae"
"Actinobacillus.porcitonsillarum","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus porcitonsillarum","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Actinobacillus","s__Actinobacillus porcitonsillarum"
"Actinobacillus.succinogenes","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus succinogenes","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Actinobacillus","s__Actinobacillus succinogenes"
"Actinobacillus.suis","d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus suis","d__Bacteria","k__unclassified-p__Proteobacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Actinobacillus","s__Actinobacillus suis"
"Actinobacteria.bacterium.IMCC19121","d__Bacteria|p__Actinobacteria|s__Actinobacteria bacterium IMCC19121","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__unclassified-s__Actinobacteria bacterium IMCC19121","o__unclassified-s__Actinobacteria bacterium IMCC19121","f__unclassified-s__Actinobacteria bacterium IMCC19121","g__unclassified-s__Actinobacteria bacterium IMCC19121","s__Actinobacteria bacterium IMCC19121"
