"gene","n","rank"
"CORO7-PAM16",126,4190
"CORT",126,4191
"DIXDC1",126,4192
"DNM1P46",126,4193
"DZIP1",126,4194
"ENDOU",126,4195
"EPPK1",126,4196
"ERV3-1",126,4197
"FAM200B",126,4198
"FBXL22",126,4199
"FBXL8",126,4200
"FCGR3B",126,4201
"FHL3",126,4202
"GCNT1",126,4203
"GJA3",126,4204
"GJA9",126,4205
"GPR146",126,4206
"GRM7",126,4207
"IFI6",126,4208
"IFNK",126,4209
"IL15",126,4210
"IL1RL2",126,4211
"KCTD15",126,4212
"KIF18A",126,4213
"KIF4B",126,4214
"KRT40",126,4215
"LHFPL2",126,4216
"LXN",126,4217
"NCF1",126,4218
"NIPAL3",126,4219
"PDSS1",126,4220
"PKIG",126,4221
"PLA2G4A",126,4222
"PLAC8L1",126,4223
"PPIC",126,4224
"PPL",126,4225
"PPT2-EGFL8",126,4226
"PSG2",126,4227
"PTPN14",126,4228
"RGS1",126,4229
"RGS10",126,4230
"RGS2",126,4231
"RHBDL2",126,4232
"SARM1",126,4233
"SCN8A",126,4234
"SH3RF3",126,4235
"SLA",126,4236
"SLC11A1",126,4237
"SLC22A5",126,4238
"SLC23A3",126,4239
"SLC9A7",126,4240
"SNHG1",126,4241
"SNORD88A",126,4242
"ST8SIA6",126,4243
"STRBP",126,4244
"STRC",126,4245
"SYNPO2L",126,4246
"THAP10",126,4247
"TMEM129",126,4248
"TMEM25",126,4249
"TSPAN13",126,4250
"UGT1A8",126,4251
"USP17L2",126,4252
"WDR86",126,4253
"ZNF568",126,4254
"ZNF573",126,4255
"ZNF587",126,4256
"ZNF684",126,4257
"ZNF781",126,4258
"ZNF835",126,4259
"A4GNT",125,4260
"ACVR2B",125,4261
"ARHGAP39",125,4262
"ASIP",125,4263
"BCL2L11",125,4264
"BNC2",125,4265
"BORA",125,4266
"BTK",125,4267
"C15orf62",125,4268
"C1orf54",125,4269
"CAND2",125,4270
"CATSPER2P1",125,4271
"CCDC144A",125,4272
"CDC42EP4",125,4273
"CEACAM4",125,4274
"CERS3",125,4275
"CNTD1",125,4276
"CORO6",125,4277
"CPA6",125,4278
"CTSS",125,4279
"DPF1",125,4280
"DYSF",125,4281
"EDARADD",125,4282
"EVC",125,4283
"EVI2B",125,4284
"FGD2",125,4285
"FHDC1",125,4286
"FILIP1L",125,4287
"GADD45B",125,4288
"GBP1P1",125,4289
"GK3P",125,4290
"GPR22",125,4291
"GPR61",125,4292
"HCP5",125,4293
"IL5RA",125,4294
"IMPG2",125,4295
"ITLN2",125,4296
"JAK3",125,4297
"KAAG1",125,4298
"KCTD14",125,4299
"KIAA0408",125,4300
"KIF21B",125,4301
"KLHL23",125,4302
"LILRA5",125,4303
"LILRB3",125,4304
"LOC374443",125,4305
"LTBP4",125,4306
"LYG1",125,4307
"LYG2",125,4308
"LYRM1",125,4309
"MAN1C1",125,4310
"MESP2",125,4311
"MGST1",125,4312
"MID2",125,4313
"MIR600HG",125,4314
"MYO5B",125,4315
"NFKBID",125,4316
"NKAPP1",125,4317
"NKX6-1",125,4318
"NLRP7",125,4319
"NNMT",125,4320
"NPHP1",125,4321
"NUF2",125,4322
"OPRD1",125,4323
"OSCP1",125,4324
"PCDHGA8",125,4325
"PLA2G4B",125,4326
"PLIN5",125,4327
"PRKY",125,4328
"RNF133",125,4329
"RSPO4",125,4330
"S100A4",125,4331
"S1PR1",125,4332
"SDF2",125,4333
"SIRPA",125,4334
"SIRPB2",125,4335
"SIX3",125,4336
"SLC13A2",125,4337
"SLC1A3",125,4338
"SLC24A5",125,4339
"SLC35G3",125,4340
"SNAP91",125,4341
"SRGN",125,4342
"TMEM200C",125,4343
"TPTE",125,4344
"TRIM45",125,4345
"UBAP1L",125,4346
"VWA1",125,4347
"WT1-AS",125,4348
"ZNF311",125,4349
"ZNF385C",125,4350
"ZNF577",125,4351
"ZNF589",125,4352
"ZNF717",125,4353
"ZSCAN16",125,4354
"ABCB1",124,4355
"ACTL10",124,4356
"ADAMTS13",124,4357
"ADAMTS2",124,4358
"ADRA1D",124,4359
"AGRN",124,4360
"AKAP6",124,4361
"ARL13A",124,4362
"ARMCX2",124,4363
"ARSG",124,4364
"ATP8B4",124,4365
"AXL",124,4366
"C11orf88",124,4367
"CA1",124,4368
"CAPN3",124,4369
"CCDC160",124,4370
"CDKN1A",124,4371
"CHAF1B",124,4372
"CLCN2",124,4373
"COX6B2",124,4374
"CPEB1",124,4375
"CYP2W1",124,4376
"DAPK1",124,4377
"DHFR",124,4378
"DOCK10",124,4379
"DSG4",124,4380
"DZIP1L",124,4381
"E2F8",124,4382
"ECHDC2",124,4383
"ENPEP",124,4384
"EPHA4",124,4385
"ETV3L",124,4386
"F11",124,4387
"FAM13A",124,4388
"FAM209B",124,4389
"FBXL7",124,4390
"FFAR2",124,4391
"FLJ37453",124,4392
"FLJ42393",124,4393
"FLRT1",124,4394
"FXYD7",124,4395
"GALNT10",124,4396
"GALNT3",124,4397
"GAS5",124,4398
"GGH",124,4399
"GJA1",124,4400
"GPR18",124,4401
"GRAP",124,4402
"GSDMB",124,4403
"GSTZ1",124,4404
"HESX1",124,4405
"HIVEP3",124,4406
"HOXC8",124,4407
"KCNIP1",124,4408
"KIAA1614",124,4409
"KIFC2",124,4410
"LINC00092",124,4411
"LINC00174",124,4412
"LRIG1",124,4413
"LRIG3",124,4414
"LRRIQ3",124,4415
"LRRN3",124,4416
"LSR",124,4417
"MAGEA2B",124,4418
"MAP7D3",124,4419
"MEF2C",124,4420
"MS4A7",124,4421
"MYO1H",124,4422
"NAT2",124,4423
"OR7E2P",124,4424
"PANX2",124,4425
"PGLYRP4",124,4426
"PHOSPHO1",124,4427
"PIK3R5",124,4428
"PLAU",124,4429
"PLAUR",124,4430
"PLK4",124,4431
"PRUNE2",124,4432
"PSMB8",124,4433
"PTCD1",124,4434
"RAB3D",124,4435
"RBMS3",124,4436
"RHOBTB2",124,4437
"SAMD3",124,4438
"SCARB1",124,4439
"SECTM1",124,4440
"SELPLG",124,4441
"SLC13A4",124,4442
"SLC40A1",124,4443
"SLC6A3",124,4444
"SLC6A7",124,4445
"SLCO1A2",124,4446
"SOCS2",124,4447
"SOHLH2",124,4448
"SPATA24",124,4449
"SPDYE7P",124,4450
"STK17A",124,4451
"STXBP2",124,4452
"TAS2R50",124,4453
"TBX10",124,4454
"TES",124,4455
"TGFB1",124,4456
"TLR5",124,4457
"TMEM106A",124,4458
"TPRN",124,4459
"TPST1",124,4460
"TSPAN32",124,4461
"TSPYL6",124,4462
"TYMP",124,4463
"ULK4P3",124,4464
"UNC93A",124,4465
"WAS",124,4466
"WDR38",124,4467
"ZDHHC23",124,4468
"ZNF285",124,4469
"ZNF334",124,4470
"ZNF391",124,4471
"ZNF396",124,4472
"ZNF697",124,4473
"ABO",123,4474
"ARHGAP22",123,4475
"ARHGAP26",123,4476
"ARL14",123,4477
"ARPP21",123,4478
"BEST3",123,4479
"C12orf76",123,4480
"C19orf57",123,4481
"CARD16",123,4482
"CATSPER2",123,4483
"CCNB1",123,4484
"CDRT15",123,4485
"CLEC7A",123,4486
"CMPK2",123,4487
"CPA2",123,4488
"CTSF",123,4489
"CXXC4",123,4490
"CYBRD1",123,4491
"DAZL",123,4492
"DCLK2",123,4493
"DEFB4A",123,4494
"DEPDC1",123,4495
"DHDH",123,4496
"DMP1",123,4497
"DUSP6",123,4498
"DYNLRB2",123,4499
"DYRK3",123,4500
"EFCAB1",123,4501
"EMP1",123,4502
"EPAS1",123,4503
"EXD3",123,4504
"FBXL2",123,4505
"FKBP10",123,4506
"GABRB1",123,4507
"GJA4",123,4508
"GNG12",123,4509
"HIPK2",123,4510
"IHH",123,4511
"IRS4",123,4512
"ITPR3",123,4513
"KSR2",123,4514
"LACC1",123,4515
"LILRA1",123,4516
"LSP1",123,4517
"MADCAM1",123,4518
"MFSD2B",123,4519
"MIR765",123,4520
"MMRN2",123,4521
"MYBL1",123,4522
"MYBPHL",123,4523
"OAS1",123,4524
"OR2T29",123,4525
"OXER1",123,4526
"PELI3",123,4527
"PIM2",123,4528
"PIM3",123,4529
"PM20D1",123,4530
"PTPRB",123,4531
"RASSF2",123,4532
"RGS20",123,4533
"RINL",123,4534
"RNASE1",123,4535
"RNLS",123,4536
"RORA",123,4537
"RPA4",123,4538
"SEMA3F",123,4539
"SLC27A3",123,4540
"SLC2A1",123,4541
"SLC30A2",123,4542
"SLFN5",123,4543
"SMARCD3",123,4544
"SPAG17",123,4545
"SRGAP3",123,4546
"SYPL2",123,4547
"TEKT4",123,4548
"TEX101",123,4549
"THBS2",123,4550
"THSD4",123,4551
"TMEM143",123,4552
"TMEM144",123,4553
"TPD52L1",123,4554
"TPR",123,4555
"TRPS1",123,4556
"TSGA10",123,4557
"VTRNA1-3",123,4558
"ZDHHC1",123,4559
"ZNF503-AS2",123,4560
"ZNF711",123,4561
"ABCG8",122,4562
"ACRBP",122,4563
"AGAP11",122,4564
"AMELX",122,4565
"AMY2B",122,4566
"ANO2",122,4567
"AP3S2",122,4568
"ARHGAP31",122,4569
"BEAN1",122,4570
"BTG2",122,4571
"C11orf86",122,4572
"C1GALT1",122,4573
"CASKIN1",122,4574
"CBLN2",122,4575
"CCDC144NL",122,4576
"CCNE2",122,4577
"CDCA7L",122,4578
"CDK15",122,4579
"CELF6",122,4580
"CENPF",122,4581
"CENPH",122,4582
"CEP85L",122,4583
"CES4A",122,4584
"CHEK2",122,4585
"CLEC1B",122,4586
"CLEC2B",122,4587
"CLSPN",122,4588
"CNN1",122,4589
"COTL1",122,4590
"CRISPLD2",122,4591
"CYP2F1",122,4592
"DCAF4L1",122,4593
"DENND3",122,4594
"DGCR6",122,4595
"EFCAB6",122,4596
"ENDOD1",122,4597
"FFAR3",122,4598
"FLNC",122,4599
"FSTL5",122,4600
"HAVCR2",122,4601
"IL12RB2",122,4602
"IMMP1L",122,4603
"INMT",122,4604
"IRS2",122,4605
"ITGA3",122,4606
"KCNH1",122,4607
"KIAA0825",122,4608
"KLHDC1",122,4609
"KLHL33",122,4610
"KY",122,4611
"LNX1",122,4612
"LRRC25",122,4613
"LURAP1L",122,4614
"MAB21L1",122,4615
"MAP1A",122,4616
"MBOAT2",122,4617
"MR1",122,4618
"MYH10",122,4619
"MYO15B",122,4620
"NFIB",122,4621
"NPDC1",122,4622
"PABPC1",122,4623
"PADI3",122,4624
"PBX3",122,4625
"PCDHB14",122,4626
"PDGFA",122,4627
"PGBD1",122,4628
"PITX2",122,4629
"PLAC4",122,4630
"PLCD4",122,4631
"PLIN2",122,4632
"PNMA1",122,4633
"POPDC3",122,4634
"PPM1H",122,4635
"PTH2R",122,4636
"SEMA6B",122,4637
"SLC25A35",122,4638
"SLC5A8",122,4639
"SNORD70",122,4640
"SPAG1",122,4641
"STEAP2",122,4642
"SYT4",122,4643
"TAS2R13",122,4644
"TCP10L",122,4645
"TIFA",122,4646
"TIGD1",122,4647
"TLR6",122,4648
"TMSB15B",122,4649
"TRIM10",122,4650
"USP32P1",122,4651
"ZBED2",122,4652
"ZNF287",122,4653
"ZNF33A",122,4654
"ZNF488",122,4655
"ZNF541",122,4656
"ZNF729",122,4657
"ZNF829",122,4658
"ABCB5",121,4659
"ACAA2",121,4660
"ACVRL1",121,4661
"ADAM21",121,4662
"ADM",121,4663
"AGPAT4-IT1",121,4664
"ALDH1B1",121,4665
"ALOX5",121,4666
"AMIGO3",121,4667
"AOAH",121,4668
"AOC3",121,4669
"ARHGEF25",121,4670
"ARHGEF5",121,4671
"ARRDC2",121,4672
"ASB3",121,4673
"ATP8B1",121,4674
"BCL3",121,4675
"BIN1",121,4676
"BTBD16",121,4677
"C11orf16",121,4678
"C16orf96",121,4679
"C19orf71",121,4680
"C1orf127",121,4681
"C2",121,4682
"C6orf163",121,4683
"CCDC107",121,4684
"CCDC80",121,4685
"CDK14",121,4686
"CLEC4F",121,4687
"CRP",121,4688
"CYP7A1",121,4689
"DAAM2",121,4690
"DCAF12L2",121,4691
"DIO3",121,4692
"DLX4",121,4693
"DMD",121,4694
"EGFL8",121,4695
"ENO4",121,4696
"EPHB4",121,4697
"FAM171A1",121,4698
"FAM49A",121,4699
"FGF9",121,4700
"GALNT7",121,4701
"GGN",121,4702
"GHRL",121,4703
"GNPNAT1",121,4704
"GPRASP1",121,4705
"HECW2",121,4706
"HOXC5",121,4707
"HTR1F",121,4708
"IGF2",121,4709
"IL18",121,4710
"ISM2",121,4711
"ISX",121,4712
"ITGA6",121,4713
"ITM2C",121,4714
"KCNJ1",121,4715
"KIF7",121,4716
"KLK1",121,4717
"L1TD1",121,4718
"LCAT",121,4719
"LOC283683",121,4720
"LOC653653",121,4721
"LTBP3",121,4722
"MAB21L3",121,4723
"MARVELD1",121,4724
"MS4A4A",121,4725
"MSTN",121,4726
"MTMR8",121,4727
"MYOM1",121,4728
"NKAIN2",121,4729
"NOXO1",121,4730
"NR0B1",121,4731
"OVGP1",121,4732
"PDE10A",121,4733
"PIR",121,4734
"PKD1L3",121,4735
"PLEKHH3",121,4736
"PLSCR4",121,4737
"POTEC",121,4738
"POU3F3",121,4739
"PPFIA2",121,4740
"PRKX",121,4741
"PROZ",121,4742
"PTPN3",121,4743
"PTTG2",121,4744
"RALGAPA2",121,4745
"RBFOX1",121,4746
"RGS18",121,4747
"RNF182",121,4748
"RNF32",121,4749
"SACS",121,4750
"SAMSN1",121,4751
"SATB1",121,4752
"SCGB2B2",121,4753
"SEMA4B",121,4754
"SERPINA7",121,4755
"SFMBT2",121,4756
"SLC25A43",121,4757
"SLCO1B1",121,4758
"SNCB",121,4759
"SNORD114-20",121,4760
"SNORD114-3",121,4761
"SPRR2B",121,4762
"SPTSSB",121,4763
"SRMS",121,4764
"SYT15",121,4765
"TANC2",121,4766
"TAS2R30",121,4767
"TINAGL1",121,4768
"TMEM158",121,4769
"TMEM212",121,4770
"TMEM38B",121,4771
"TMEM98",121,4772
"TNFSF13",121,4773
"TREML2",121,4774
"TRPM4",121,4775
"TTC24",121,4776
"UBE2E2",121,4777
"UCN",121,4778
"WDR78",121,4779
"WLS",121,4780
"ZNF432",121,4781
"ZNF506",121,4782
"ZNF540",121,4783
"ZNF570",121,4784
"ZNF74",121,4785
"A4GALT",120,4786
"ABHD1",120,4787
"ADAM22",120,4788
"ADAMTS9",120,4789
"AKNA",120,4790
"AMN1",120,4791
"ANTXR1",120,4792
"ASPH",120,4793
"ASPN",120,4794
"ASTN2",120,4795
"BAIAP2L1",120,4796
"BCO2",120,4797
"BLVRB",120,4798
"BRIP1",120,4799
"C11orf65",120,4800
"C9orf43",120,4801
"CACHD1",120,4802
"CAMKV",120,4803
"CAPNS2",120,4804
"CCDC85A",120,4805
"CD1D",120,4806
"CDCA2",120,4807
"CERCAM",120,4808
"CKB",120,4809
"CLDN14",120,4810
"CLDN20",120,4811
"CMTM4",120,4812
"CR1L",120,4813
"CRYBB1",120,4814
"CTSH",120,4815
"DAPK2",120,4816
"DCT",120,4817
"DLC1",120,4818
"DOCK8",120,4819
"DTX1",120,4820
"ENAM",120,4821
"FAU",120,4822
"FCRL2",120,4823
"FCRLB",120,4824
"FER1L5",120,4825
"FERMT3",120,4826
"FJX1",120,4827
"FLG",120,4828
"FLG2",120,4829
"FOXRED2",120,4830
"GFI1",120,4831
"GHDC",120,4832
"GIMAP4",120,4833
"GLYATL1",120,4834
"GPR137B",120,4835
"GSTO2",120,4836
"HAUS5",120,4837
"HSF2BP",120,4838
"HTR4",120,4839
"HTR7",120,4840
"HYAL1",120,4841
"IRAK3",120,4842
"JAKMIP1",120,4843
"KATNAL2",120,4844
"KCNK6",120,4845
"KDM4D",120,4846
"LINC00471",120,4847
"LOC154761",120,4848
"LOC729603",120,4849
"MAD2L2",120,4850
"MAPK4",120,4851
"METTL7A",120,4852
"MICAL2",120,4853
"MIR181B2",120,4854
"NBEAL2",120,4855
"NEK6",120,4856
"NIPAL4",120,4857
"NT5C1B-RDH14",120,4858
"OBSL1",120,4859
"ORC1",120,4860
"P2RX7",120,4861
"PABPC3",120,4862
"PCDHB15",120,4863
"PCDHB8",120,4864
"PDGFRB",120,4865
"PHYHD1",120,4866
"PITPNM2",120,4867
"PLA2G1B",120,4868
"PLAGL2",120,4869
"PRDM5",120,4870
"RHOBTB3",120,4871
"RNU11",120,4872
"RPGRIP1",120,4873
"SAMD15",120,4874
"SAMD9",120,4875
"SH3BP4",120,4876
"SLC16A6",120,4877
"SLCO3A1",120,4878
"SND1-IT1",120,4879
"SNORD113-4",120,4880
"SOAT2",120,4881
"SPHKAP",120,4882
"ST20-MTHFS",120,4883
"SYT5",120,4884
"TBC1D30",120,4885
"TMEM47",120,4886
"TSSK6",120,4887
"VAV3",120,4888
"VSTM5",120,4889
"ZBTB46",120,4890
"ZNF667",120,4891
"ACOX2",119,4892
"ANGPTL7",119,4893
"ANKRD18B",119,4894
"ANKRD45",119,4895
"APCDD1L",119,4896
"APOL1",119,4897
"ARHGAP42",119,4898
"ARHGEF4",119,4899
"C10orf55",119,4900
"CABLES1",119,4901
"CASP6",119,4902
"CCDC102B",119,4903
"CCDC87",119,4904
"CDK20",119,4905
"CHDH",119,4906
"CHRNA10",119,4907
"CHRNE",119,4908
"CIITA",119,4909
"COLQ",119,4910
"CPLX2",119,4911
"CYP27C1",119,4912
"DDX11L1",119,4913
"DPM3",119,4914
"EFNB1",119,4915
"EFNB3",119,4916
"EHHADH",119,4917
"ELOVL3",119,4918
"EVPLL",119,4919
"EYS",119,4920
"F3",119,4921
"FAM131A",119,4922
"FAM24B",119,4923
"FAM86B1",119,4924
"FBLN5",119,4925
"FCAMR",119,4926
"FCGR2A",119,4927
"FER1L4",119,4928
"FEZF1",119,4929
"FGD1",119,4930
"GAL3ST2",119,4931
"GBGT1",119,4932
"GHSR",119,4933
"GNB5",119,4934
"GPR68",119,4935
"GRAPL",119,4936
"HCN1",119,4937
"HES2",119,4938
"HLA-DPA1",119,4939
"HLA-DRB5",119,4940
"HRNR",119,4941
"HSPA4L",119,4942
"HTR2A",119,4943
"IGSF22",119,4944
"INO80B-WBP1",119,4945
"INSRR",119,4946
"IQCA1",119,4947
"JPH2",119,4948
"KCNK5",119,4949
"KCNK7",119,4950
"KRTAP5-2",119,4951
"LIPE",119,4952
"LOC653160",119,4953
"LOH12CR2",119,4954
"LY6H",119,4955
"MAN1A1",119,4956
"MBOAT1",119,4957
"MEGF8",119,4958
"MID1",119,4959
"MIR320C1",119,4960
"MLPH",119,4961
"MPZL3",119,4962
"MTRNR2L10",119,4963
"MYO7A",119,4964
"NEXN",119,4965
"NFATC4",119,4966
"NR3C2",119,4967
"NR4A1",119,4968
"PARPBP",119,4969
"PGAP1",119,4970
"PKIA",119,4971
"PLEKHA7",119,4972
"PLK2",119,4973
"RAB15",119,4974
"RBM14-RBM4",119,4975
"RPL13AP3",119,4976
"SEMA6A",119,4977
"SERPINB13",119,4978
"SH2B3",119,4979
"SH3YL1",119,4980
"SHCBP1",119,4981
"SLC22A13",119,4982
"SLC41A2",119,4983
"SLC5A12",119,4984
"SLC9A7P1",119,4985
"SNORA37",119,4986
"SORCS3",119,4987
"SPC25",119,4988
"SPDYE1",119,4989
"SRR",119,4990
"SYDE2",119,4991
"TAL1",119,4992
"TAS2R3",119,4993
"TAS2R31",119,4994
"TAS2R46",119,4995
"TEAD2",119,4996
"TGIF2",119,4997
"TIGD7",119,4998
"TM4SF1",119,4999
"TMEM117",119,5000
"TMEM139",119,5001
"TRAF1",119,5002
"TRIM16L",119,5003
"TRPC1",119,5004
"TTYH3",119,5005
"WDR88",119,5006
"WTIP",119,5007
"ZNF552",119,5008
"ZNF890P",119,5009
"ADAMTS15",118,5010
"ADH7",118,5011
"AKAP12",118,5012
"ARHGEF15",118,5013
"ATP1A4",118,5014
"B3GNT6",118,5015
"BMP2",118,5016
"CASS4",118,5017
"CATSPERB",118,5018
"CCDC168",118,5019
"CDC42EP3",118,5020
"CFD",118,5021
"CLP1",118,5022
"COL15A1",118,5023
"CPN1",118,5024
"CPT1B",118,5025
"CT45A6",118,5026
"CYBA",118,5027
"CYP7B1",118,5028
"DCST2",118,5029
"DLEU2",118,5030
"DLK1",118,5031
"DOK1",118,5032
"DSCC1",118,5033
"DTWD2",118,5034
"ELMO1",118,5035
"FAM81B",118,5036
"FBP2",118,5037
"FRMD4B",118,5038
"GLI4",118,5039
"GLOD5",118,5040
"GOLGA6B",118,5041
"GPR176",118,5042
"GPR34",118,5043
"GPR82",118,5044
"GRM2",118,5045
"GRP",118,5046
"IFFO2",118,5047
"IFITM1",118,5048
"IKBIP",118,5049
"IYD",118,5050
"KANK3",118,5051
"KCNH4",118,5052
"KCNK9",118,5053
"KIAA1210",118,5054
"KITLG",118,5055
"LOC100268168",118,5056
"LONRF3",118,5057
"LRRC70",118,5058
"LYSMD2",118,5059
"MAPK10",118,5060
"MARS2",118,5061
"MDFIC",118,5062
"MIR205HG",118,5063
"MIR590",118,5064
"MIR645",118,5065
"MPP7",118,5066
"MRVI1",118,5067
"MYLK-AS1",118,5068
"NFAM1",118,5069
"NKAIN1",118,5070
"NLRP3",118,5071
"PCDHGB5",118,5072
"PRKCH",118,5073
"PSTPIP1",118,5074
"PTPRF",118,5075
"RFTN2",118,5076
"RNF24",118,5077
"SAMD4A",118,5078
"SAP25",118,5079
"SLC22A15",118,5080
"SLC43A2",118,5081
"SLC4A4",118,5082
"SNORA5C",118,5083
"SPINK13",118,5084
"ST3GAL1",118,5085
"ST8SIA4",118,5086
"STXBP1",118,5087
"TAF1L",118,5088
"TAS2R20",118,5089
"TET1",118,5090
"TEX11",118,5091
"TM4SF20",118,5092
"TMED6",118,5093
"TNFRSF14",118,5094
"TRIM46",118,5095
"TYR",118,5096
"VSIG4",118,5097
"XRCC2",118,5098
"ZCWPW1",118,5099
"ZNF296",118,5100
"ZNF354C",118,5101
"ZNF572",118,5102
"ZNF580",118,5103
"ZNF843",118,5104
"ACOT1",117,5105
"AHNAK2",117,5106
"AKAP7",117,5107
"ALDH2",117,5108
"ALDH3B1",117,5109
"ALG1L2",117,5110
"ARHGEF33",117,5111
"ARL2-SNX15",117,5112
"B3GALT2",117,5113
"B3GNT9",117,5114
"BRDT",117,5115
"C12orf75",117,5116
"C16orf86",117,5117
"CAB39L",117,5118
"CACNA2D4",117,5119
"CADM1",117,5120
"CALML4",117,5121
"CATSPER3",117,5122
"CCDC103",117,5123
"CD209",117,5124
"CDC7",117,5125
"CDK2",117,5126
"CDKN1C",117,5127
"CLEC14A",117,5128
"CNTNAP4",117,5129
"COL11A1",117,5130
"CPO",117,5131
"CRYAB",117,5132
"CXCR6",117,5133
"DCHS1",117,5134
"DEFA3",117,5135
"DLX2",117,5136
"DUSP5",117,5137
"DZANK1",117,5138
"ELFN2",117,5139
"ENTPD3-AS1",117,5140
"FCGR1A",117,5141
"FOXD4L5",117,5142
"FZD6",117,5143
"GDF10",117,5144
"GIMAP2",117,5145
"GPR135",117,5146
"GPSM3",117,5147
"GPX8",117,5148
"GRID2IP",117,5149
"GUSBP1",117,5150
"HBB",117,5151
"HK3",117,5152
"HOXC10",117,5153
"IL36G",117,5154
"KALRN",117,5155
"KIR2DS4",117,5156
"KLRD1",117,5157
"KLRF1",117,5158
"LAT",117,5159
"LDHD",117,5160
"LOC100506321",117,5161
"LRMP",117,5162
"LRRK2",117,5163
"MBLAC1",117,5164
"MCM2",117,5165
"MELK",117,5166
"MFAP3L",117,5167
"MFSD9",117,5168
"MIR570",117,5169
"MITF",117,5170
"MORN2",117,5171
"MS4A14",117,5172
"MXD1",117,5173
"NAT8",117,5174
"NEDD8-MDP1",117,5175
"NFE2L3",117,5176
"NKX2-2",117,5177
"NYAP2",117,5178
"PCDHGA10",117,5179
"PHKG1",117,5180
"PLA2G5",117,5181
"PLA2R1",117,5182
"PLEKHG4",117,5183
"PTAFR",117,5184
"RASGRP2",117,5185
"RASSF3",117,5186
"RDM1",117,5187
"RERG",117,5188
"RGS11",117,5189
"RNASE6",117,5190
"ROR1",117,5191
"RPH3AL",117,5192
"RPS6KL1",117,5193
"SCD5",117,5194
"SEC14L5",117,5195
"SGCG",117,5196
"SH3GL2",117,5197
"SLA2",117,5198
"SLC10A4",117,5199
"SLC25A29",117,5200
"SLC2A5",117,5201
"SLC38A1",117,5202
"SLC9B2",117,5203
"SMC1B",117,5204
"SNORA13",117,5205
"SNORD115-9",117,5206
"SNORD41",117,5207
"SPINK4",117,5208
"SPIRE2",117,5209
"ST3GAL4",117,5210
"STON2",117,5211
"SYCP3",117,5212
"SYTL3",117,5213
"TBL1Y",117,5214
"TMEM186",117,5215
"TMEM86B",117,5216
"TP53",117,5217
"TREML1",117,5218
"TRIM16",117,5219
"TRIM50",117,5220
"TSPEAR",117,5221
"UCP2",117,5222
"UFSP1",117,5223
"UNC13D",117,5224
"UTS2",117,5225
"VASN",117,5226
"WDR91",117,5227
"ZC3H12C",117,5228
"ZMYM2",117,5229
"ZNF10",117,5230
"ZNF165",117,5231
"ZNF37A",117,5232
"ZNF479",117,5233
"ZNF560",117,5234
"ZNF678",117,5235
"ZNF732",117,5236
"ACADL",116,5237
"ACAP1",116,5238
"AK8",116,5239
"ALPK3",116,5240
"ANGPTL1",116,5241
"ANKRD6",116,5242
"APOL4",116,5243
"ARMCX4",116,5244
"ATP1B1",116,5245
"B3GALT6",116,5246
"B3GAT1",116,5247
"C15orf41",116,5248
"C16orf87",116,5249
"C19orf18",116,5250
"C4orf47",116,5251
"C5orf46",116,5252
"C9orf116",116,5253
"CCDC65",116,5254
"CCDC88C",116,5255
"CDH13",116,5256
"CDH7",116,5257
"CELSR2",116,5258
"CHD5",116,5259
"CHTF18",116,5260
"CLDN9",116,5261
"COBL",116,5262
"CSRP2",116,5263
"CTAGE10P",116,5264
"DAO",116,5265
"DCLK3",116,5266
"DHRS4L1",116,5267
"DNAI2",116,5268
"ELMO3",116,5269
"EVI2A",116,5270
"EVI5L",116,5271
"FAM151B",116,5272
"G6PC",116,5273
"GAGE1",116,5274
"GTSE1",116,5275
"GUCA1B",116,5276
"HAO2",116,5277
"HBD",116,5278
"HCAR3",116,5279
"HDX",116,5280
"IGF2BP2",116,5281
"IQCC",116,5282
"ITGB7",116,5283
"KCNH7",116,5284
"KCNK17",116,5285
"KCNN2",116,5286
"KCNQ2",116,5287
"LAMB3",116,5288
"LCT",116,5289
"LIMS2",116,5290
"LOC646938",116,5291
"LRIT3",116,5292
"LY6G6C",116,5293
"LY75-CD302",116,5294
"LYL1",116,5295
"MAPK11",116,5296
"MIR4516",116,5297
"MNX1",116,5298
"NEK2",116,5299
"NOX4",116,5300
"NPSR1",116,5301
"NPY6R",116,5302
"OR52N4",116,5303
"PARD3B",116,5304
"PBOV1",116,5305
"PBX1",116,5306
"PCDHGB6",116,5307
"PDE9A",116,5308
"PDZRN3",116,5309
"PKDREJ",116,5310
"PPM1N",116,5311
"PTTG3P",116,5312
"RALGPS1",116,5313
"RASAL3",116,5314
"RASL10B",116,5315
"REG1B",116,5316
"RGPD6",116,5317
"RHOH",116,5318
"RMI1",116,5319
"RNF152",116,5320
"RNF207",116,5321
"RNU6ATAC",116,5322
"RTP4",116,5323
"SDC2",116,5324
"SH2D6",116,5325
"SLC22A14",116,5326
"SLC35G5",116,5327
"SLC36A2",116,5328
